#TYPE System.Management.Automation.PSCustomObject
"Name","Version"
"HP ProLiant iLO 3/4 Management Controller Package HP ProLiant iLO 3/4 Channel Interface Driver HPE ProLiant Agentless Management Service Symantec Backup Exec (TM) 15 Symantec Backup Exec (Feature Pack 5) Symantec Backup Exec (Hotfix 116730) Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219 Microsoft SQL Server VSS Writer Symantec Backup Exec (Hotfix 116031) Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161 Symantec Endpoint Protection Microsoft SQL Server 2008 R2 Native Client Microsoft Visual C++ 2005 Redistributable (x64) Symantec Backup Exec (Hotfix 115844) HP Smart Storage Administrator Symantec Backup Exec (Hotfix 126145) Microsoft Office Enterprise 2007 HPE Library and Tape Tools LiveUpdate 3.3 (Symantec Corporation) Matrox Graphics Software (remove only) PowerISO HPE System Management Homepage Microsoft Visual C++ 2005 Redistributable Microsoft ReportViewer 2010 SP1 Redistributable Microsoft SQL Server 2008 R2 Setup (English) Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161 Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.60610 Adobe Acrobat Reader DC HPE Library and Tape Tools Microsoft SQL Server Browser Microsoft SQL Server 2008 Setup Support Files VMware vCenter Converter Standalone Windows Assessment and Deployment Kit for Windows 8.1 Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","3.20.0.0 3.10.0.0 10.40.0.0 14.2.1180   10.0.40219 10.52.4000.0  9.0.30729.6161 12.1.6860.6400 10.52.4000.0 8.0.61000  2.0.23.0  12.0.4518.1014 4.26.7 3.3.100.15 4.1.2.2 5.4 7.6.0 8.0.61001 10.0.40219 10.52.4000.0 9.0.30729.6161 11.0.60610.1 17.009.20044 4.26.7 10.52.4000.0 10.1.2731.0 6.2.0.7348398 8.100.26866 10.0.40219"
